#RunList:                                 286-668
SignalIn:                                QH1FPGAEnergy
SignalOut:                               Energy
CalibType:                               Channel-Energy QH1
CalibClass:                              FunctionCal
CalibOptions:                            func=pol1,min=0,max=10000,inverse=false
SI1-11: 0.188976,0.266456
SI1-21: 0.259048,0.24383
SI1-22: 6.43825,0.489603
SI1-23: -0.0470571,0.25265
SI1-24: 0.0904093,0.250983
SI1-33: -0.0020465,0.254224
SI1-41: 0.225345,0.250616
SI1-42: 0.266739,0.248697
SI1-43: 0.0189899,0.255515
SI1-44: -0.0588118,0.415034
SI1-111: -0.0585163,0.249192
SI1-112: 0.0159348,0.246381
SI1-113: -0.751001,0.259788
SI1-114: -0.12191,0.248141
SI1-121: -0.0139613,0.245563
SI1-123: -0.0255562,0.248515
SI1-124: 0.040602,0.247743
SI1-131: 0.718765,0.262816
SI1-132: 0.026669,0.251128
SI1-133: 0.229849,0.252468
SI1-141: -0.0824801,0.24956
SI1-143: -2.99861,0.519183
SI1-144: 0.0286331,0.251406
SI1-211: -0.226608,0.258948
SI1-212: 0.391039,0.244442
SI1-213: -0.00737754,0.246469
SI1-214: -0.622328,0.254614
SI1-221: 0.78727,0.250569
SI1-222: -0.583438,0.254067
SI1-223: -0.552102,0.251263
SI1-224: 0.0447421,0.253172
SI1-231: 0.0814726,0.259365
SI1-232: -0.481567,0.258773
SI1-233: -0.0525525,0.260556
SI1-234: -0.492577,0.263114
SI1-242: -0.258131,0.262854
SI1-243: 0.0592229,0.255268
SI1-244: -0.713933,0.26237
SI1-311: -0.495162,0.249891
SI1-312: -0.612018,0.258685
SI1-313: -0.229715,0.249823
SI1-321: 0.19253,0.252175
SI1-322: -0.454172,0.247722
SI1-323: 0.133705,0.249095
SI1-324: 0.478663,0.364201
SI1-331: 0.0665367,0.251045
SI1-332: 0.119471,0.255674
SI1-334: 0.140996,0.25277
SI1-341: -0.0696804,0.264552
SI1-342: 0.183663,0.604474
SI1-343: 0.223982,0.333967
SI1-344: -0.0439679,0.260824
